oepid,accreditor,pred_degree,highest_degree,control,region,admission_rate,ccbasic,in_state_tuit,out_state_tuit,prog_year_tuit,revenue_tuit,avg_faculty_salary,two_yr_default,three_yr_default,sat_avg,prop_loan,name,address,ZIP,fips,city,state,cbsa,csa,longitude,latitude,extracted_year
100200,,Bachelor,Graduate,Public,Southeast,0.8986,,9744.0,18354.0,,7413.0,7101.0,,0.182,957.0,0.7503,Alabama A & M University,"Normal, AL - 4900 Meridian Street",35762,1,Normal,AL,26620,290,-86.568502,34.783368,2019-01-01 00:00:00
